,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipAccumulation,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,39.74,1.0,34.83,0.71,cloudy,0.0,0.0,0.0,1027.8,Overcast,43.61,1420092000,0,9.997,39.0,6.71,6.54
1,41.03,1.0,34.85,0.71,cloudy,0.0,0.0,0.0,1027.4,Overcast,43.65,1420095600,0,9.997,31.0,6.04,4.63
2,40.6,1.0,36.05,0.77,rain,0.0,0.0069,0.68,1026.8,Drizzle,42.93,1420099200,0,9.976,30.0,4.34,4.11
3,39.49,1.0,35.77,0.76,cloudy,0.0,0.0012,0.14,1026.1,Overcast,42.86,1420102800,0,9.997,40.0,5.49,5.49
4,38.29,1.0,35.73,0.77,cloudy,0.0,0.0005,0.13,1025.2,Overcast,42.46,1420106400,0,9.997,21.0,6.65,6.65
5,37.69,1.0,35.84,0.79,cloudy,0.0,0.0017,0.16,1024.6,Overcast,41.89,1420110000,0,9.997,32.0,6.52,6.52
6,37.53,0.76,36.47,0.81,partly-cloudy-night,0.0,0.0013,0.16,1023.8,Mostly Cloudy,41.73,1420113600,0,9.997,52.0,6.46,6.46
7,38.98,1.0,37.38,0.84,cloudy,0.0,0.0011,0.12,1025.1,Overcast,41.89,1420117200,0,9.997,2.0,4.62,4.62
8,36.48,1.0,38.05,0.89,cloudy,0.0,0.0014,0.14,1025.9,Overcast,41.17,1420120800,0,6.002000000000001,2.0,7.13,7.13
9,36.23,1.0,38.85,0.92,rain,0.0,0.0124,0.91,1026.0,Drizzle,41.04,1420124400,1,6.059,30.0,7.29,7.29
10,37.11,1.0,39.15,0.9,cloudy,0.0,0.0032,0.23,1025.5,Overcast,41.88,1420128000,1,7.079,40.0,8.58,7.53
11,37.99,1.0,39.79,0.89,cloudy,0.0,0.0005,0.06,1024.6,Overcast,42.66,1420131600,2,9.953,50.0,8.37,7.69
12,39.6,1.0,40.03,0.89,cloudy,0.0,0.0014,0.09,1023.7,Overcast,42.94,1420135200,3,9.809,41.0,6.41,5.46
13,38.97,1.0,41.45,0.95,rain,0.0,0.0068,0.86,1022.0,Drizzle,42.9,1420138800,3,1.5590000000000002,33.0,6.4,6.4
14,40.46,1.0,41.69,0.93,rain,0.0,0.018000000000000002,0.88,1020.8,Light Rain,43.59,1420142400,2,1.58,40.0,5.35,5.33
15,41.11,1.0,42.49,0.95,rain,0.0,0.0189,0.95,1020.0,Light Rain,43.82,1420146000,1,2.043,41.0,5.43,4.78
16,41.63,1.0,42.67,0.93,rain,0.0,0.0092,0.32,1020.1,Possible Drizzle,44.48,1420149600,1,2.044,31.0,5.14,5.14
17,41.73,1.0,42.85,0.95,rain,0.0,0.023,0.93,1020.2,Light Rain,44.19,1420153200,0,2.099,39.0,4.55,4.55
18,42.51,1.0,43.58,0.96,rain,0.0,0.0173,0.95,1020.2,Light Rain,44.73,1420156800,0,2.06,21.0,4.42,4.33
19,43.37,1.0,43.91,0.94,rain,0.0,0.0173,0.92,1020.1,Light Rain,45.45,1420160400,0,2.045,50.0,4.93,4.31
20,42.72,1.0,44.51,0.96,rain,0.0,0.0158,0.95,1019.8,Light Rain,45.59,1420164000,0,2.082,59.0,5.49,5.49
21,43.11,1.0,44.69,0.96,rain,0.0,0.0039,0.36,1020.0,Possible Drizzle,45.81,1420167600,0,2.127,48.0,5.29,5.29
22,45.01,1.0,44.84,0.94,rain,0.0,0.0021,0.3,1020.2,Possible Drizzle,46.39,1420171200,0,2.073,28.0,4.44,3.63
23,44.27,1.0,45.34,0.96,cloudy,0.0,0.001,0.16,1019.7,Overcast,46.33,1420174800,0,2.008,29.0,4.7,4.48
24,44.67,1.0,45.38,0.96,cloudy,0.0,0.0015,0.24,1019.6,Overcast,46.57,1420178400,0,2.0,30.0,4.3,4.3
25,44.47,1.0,45.46,0.96,rain,0.0,0.0014,0.25,1019.6,Possible Drizzle,46.46,1420182000,0,1.98,3.0,4.81,4.41
26,44.43,1.0,45.51,0.96,fog,0.0,0.001,0.17,1019.3,Foggy,46.48,1420185600,0,1.744,21.0,4.48,4.48
27,44.25,1.0,45.54,0.96,rain,0.0,0.0071,0.67,1019.5,Drizzle,46.57,1420189200,0,1.746,2.0,4.99,4.9
28,44.52,1.0,45.58,0.96,cloudy,0.0,0.0006,0.09,1019.4,Overcast,46.56,1420192800,0,2.028,28.0,4.77,4.51
29,45.21,1.0,45.64,0.96,cloudy,0.0,0.0005,0.08,1019.4,Overcast,46.66,1420196400,0,2.079,20.0,4.02,3.75
30,44.85,1.0,45.66,0.96,cloudy,0.0,0.0004,0.07,1019.1,Overcast,46.64,1420200000,0,2.123,38.0,4.17,4.17
31,44.96,1.0,45.69,0.96,cloudy,0.0,0.0,0.0,1019.7,Overcast,46.72,1420203600,0,2.103,19.0,4.16,4.16
32,45.92,1.0,45.95,0.95,fog,0.0,0.0,0.0,1020.1,Foggy,47.38,1420207200,0,1.496,67.0,3.91,3.91
33,45.34,1.0,46.78,0.96,cloudy,0.0,0.0,0.0,1019.9,Overcast,47.86,1420210800,1,3.97,50.0,5.61,5.61
34,48.11,1.0,48.01,0.94,cloudy,0.0,0.0,0.0,1020.0,Overcast,49.57,1420214400,1,5.997000000000001,56.0,5.21,4.37
35,51.31,1.0,50.19,0.96,cloudy,0.0,0.0,0.0,1019.3,Overcast,51.31,1420218000,2,6.015,77.0,4.28,4.2
36,52.15,1.0,50.75,0.95,cloudy,0.0,0.0002,0.04,1018.4,Overcast,52.15,1420221600,3,2.147,70.0,3.31,3.31
37,52.22,1.0,50.88,0.95,rain,0.0,0.0059,0.82,1017.5,Drizzle,52.22,1420225200,3,1.079,38.0,1.9,0.26
38,52.89,1.0,51.59,0.95,rain,0.0,0.0127,0.92,1016.3,Drizzle,52.89,1420228800,2,1.147,30.0,3.24,3.24
39,52.93,1.0,51.66,0.95,fog,0.0,0.0038,0.2,1015.9,Foggy,52.93,1420232400,1,1.071,345.0,2.68,2.68
40,53.08,1.0,51.76,0.95,fog,0.0,0.003,0.2,1015.5,Foggy,53.08,1420236000,1,0.40399999999999997,23.0,3.48,3.48
41,53.26,1.0,52.4,0.97,fog,0.0,0.0015,0.2,1015.1,Foggy,53.26,1420239600,0,0.313,23.0,2.76,2.76
42,53.48,1.0,52.47,0.96,rain,0.0,0.0481,0.89,1014.7,Light Rain,53.48,1420243200,0,0.309,48.0,3.27,3.27
43,53.58,1.0,52.48,0.96,rain,0.0,0.0158,0.89,1014.4,Light Rain,53.58,1420246800,0,0.379,41.0,3.21,3.21
44,53.84,1.0,52.67,0.96,rain,0.0,0.0068,0.36,1014.4,Possible Drizzle,53.84,1420250400,0,0.285,333.0,1.89,1.89
45,53.64,1.0,52.57,0.96,rain,0.0,0.2206,0.98,1013.7,Rain,53.64,1420254000,0,0.619,306.0,2.66,2.16
46,53.54,1.0,52.42,0.96,rain,0.0,0.0395,0.97,1013.1,Light Rain,53.54,1420257600,0,2.108,329.0,2.71,2.71
47,53.58,1.0,52.36,0.96,rain,0.0,0.0107,0.36,1012.4,Possible Drizzle,53.58,1420261200,0,2.104,357.0,1.96,1.96
48,52.93,1.0,51.49,0.95,rain,0.0,0.0032,0.26,1012.0,Possible Drizzle,52.93,1420264800,0,0.34,310.0,2.69,2.69
49,51.5,1.0,50.94,0.98,rain,0.0,0.01,0.31,1011.6,Possible Drizzle,51.5,1420268400,0,0.268,290.0,5.0,4.78
50,43.64,1.0,46.95,0.96,rain,0.0,0.0732,0.94,1012.9,Light Rain,48.09,1420272000,0,2.141,290.0,16.5,10.09
51,43.0,1.0,45.55,0.96,rain,0.0,0.0589,0.95,1013.6,Light Rain,46.57,1420275600,0,7.019,328.0,16.64,7.11
52,44.36,1.0,44.92,0.94,rain,0.0,0.0334,0.96,1013.3,Light Rain,46.5,1420279200,0,8.901,347.0,4.96,4.63
53,46.65,1.0,45.65,0.96,rain,0.0,0.0085,0.37,1012.6,Possible Drizzle,46.65,1420282800,0,9.981,29.0,1.27,0.18
54,47.4,1.0,45.9,0.94,rain,0.0,0.0237,0.82,1013.1,Light Rain,47.4,1420286400,0,8.935,97.0,0.92,0.16
55,46.95,1.0,46.54,0.96,rain,0.0,0.1596,0.97,1013.9,Rain,47.6,1420290000,0,6.081,169.0,3.01,3.01
56,48.01,1.0,46.89,0.96,rain,0.0,0.0968,0.95,1014.9,Light Rain,48.01,1420293600,0,1.7590000000000001,260.0,1.9,1.9
57,48.59,1.0,46.97,0.94,rain,0.0,0.0518,0.92,1015.9,Light Rain,48.59,1420297200,1,2.1630000000000003,247.0,2.39,2.19
58,47.91,1.0,47.69,0.94,rain,0.0,0.0034,0.26,1016.1,Possible Drizzle,49.31,1420300800,1,2.225,288.0,4.23,4.23
59,45.9,1.0,46.94,0.94,cloudy,0.0,0.0003,0.01,1015.9,Overcast,48.56,1420304400,2,9.957,300.0,6.1,6.1
60,46.07,1.0,46.15,0.92,cloudy,0.0,0.0003,0.02,1016.0,Overcast,48.42,1420308000,3,9.967,291.0,6.89,5.48
61,46.93,1.0,46.3,0.91,cloudy,0.0,0.0002,0.01,1015.1,Overcast,48.67,1420311600,3,9.977,308.0,5.97,4.57
62,47.09,1.0,46.66,0.89,cloudy,0.0,0.0,0.0,1014.5,Overcast,49.84,1420315200,2,9.985,308.0,6.79,6.79
63,51.22,0.76,46.53,0.84,partly-cloudy-day,0.0,0.0,0.0,1014.4,Mostly Cloudy,51.22,1420318800,1,9.985,294.0,6.01,3.99
64,51.93,0.75,46.41,0.81,partly-cloudy-day,0.0,0.0,0.0,1014.5,Mostly Cloudy,51.93,1420322400,1,9.985,294.0,4.8,4.51
65,51.56,0.43,45.7,0.8,partly-cloudy-day,0.0,0.0002,0.06,1015.0,Partly Cloudy,51.56,1420326000,0,9.997,283.0,2.06,2.0
66,47.91,0.42,45.05,0.9,partly-cloudy-night,0.0,0.0004,0.06,1015.7,Partly Cloudy,47.91,1420329600,0,9.997,261.0,0.39,0.03
67,46.05,0.18,43.99,0.92,clear-night,0.0,0.0,0.0,1016.8,Clear,46.05,1420333200,0,9.926,252.0,0.43,0.04
68,44.86,0.0,42.9,0.93,clear-night,0.0,0.0,0.0,1017.8,Clear,44.86,1420336800,0,9.897,239.0,0.22,0.03
69,43.35,0.0,41.81,0.94,clear-night,0.0,0.0,0.0,1018.2,Clear,43.35,1420340400,0,9.865,293.0,0.14,0.02
70,42.44,0.0,41.36,0.96,clear-night,0.0,0.0,0.0,1018.5,Clear,42.44,1420344000,0,9.891,342.0,0.16,0.02
71,42.64,0.01,41.02,0.94,clear-night,0.0,0.0,0.0,1019.2,Clear,42.64,1420347600,0,8.906,306.0,0.36,0.04
72,41.69,0.01,40.2,0.94,clear-night,0.0,0.0,0.0,1019.8,Clear,41.69,1420351200,0,9.89,302.0,0.2,0.02
73,41.05,0.43,39.89,0.96,partly-cloudy-night,0.0,0.0,0.0,1021.0,Partly Cloudy,41.05,1420354800,0,6.952000000000001,294.0,0.31,0.03
74,40.29,0.74,38.75,0.94,partly-cloudy-night,0.0,0.0004,0.05,1021.3,Mostly Cloudy,40.29,1420358400,0,6.96,261.0,0.18,0.01
75,39.9,0.43,38.53,0.95,partly-cloudy-night,0.0,0.0002,0.06,1022.0,Partly Cloudy,39.9,1420362000,0,7.933,330.0,1.72,1.72
76,40.11,0.43,38.77,0.95,partly-cloudy-night,0.0,0.0,0.0,1022.7,Partly Cloudy,40.11,1420365600,0,7.944,280.0,2.52,2.52
77,39.94,0.73,41.61,0.94,partly-cloudy-night,0.0,0.0,0.0,1023.5,Mostly Cloudy,43.21,1420369200,0,9.997,291.0,5.44,5.44
78,39.32,0.73,41.15,0.9,partly-cloudy-night,0.0,0.0006,0.09,1024.5,Mostly Cloudy,44.02,1420372800,0,9.985,320.0,8.34,8.34
79,39.49,0.43,39.52,0.86,partly-cloudy-night,0.0,0.0004,0.1,1026.2,Partly Cloudy,43.51,1420376400,0,9.985,331.0,6.78,6.78
80,38.97,0.73,38.36,0.84,partly-cloudy-day,0.0,0.0,0.0,1027.6,Mostly Cloudy,42.71,1420380000,0,9.997,341.0,6.03,6.03
81,39.91,0.73,38.72,0.8,partly-cloudy-day,0.0,0.0,0.0,1029.1,Mostly Cloudy,44.59,1420383600,1,9.997,341.0,10.53,8.59
82,40.99,0.74,38.9,0.75,partly-cloudy-day,0.0,0.0003,0.04,1030.4,Mostly Cloudy,46.45,1420387200,2,9.997,349.0,13.3,11.87
83,43.51,0.73,38.85,0.69,partly-cloudy-day,0.0,0.0,0.0,1030.4,Mostly Cloudy,48.42,1420390800,2,9.997,350.0,19.76,11.75
84,50.08,0.73,38.84,0.65,partly-cloudy-day,0.0,0.0,0.0,1030.0,Mostly Cloudy,50.08,1420394400,3,9.997,340.0,13.91,10.9
85,52.24,0.73,38.19,0.59,partly-cloudy-day,0.0,0.0,0.0,1029.3,Mostly Cloudy,52.24,1420398000,3,9.997,347.0,19.26,11.26
86,53.0,0.73,38.33,0.57,partly-cloudy-day,0.0,0.0,0.0,1028.9,Mostly Cloudy,53.0,1420401600,2,9.997,324.0,13.94,9.86
87,53.67,0.73,36.71,0.53,partly-cloudy-day,0.0,0.0,0.0,1029.5,Mostly Cloudy,53.67,1420405200,1,9.997,350.0,13.9,10.53
88,51.55,0.73,35.07,0.53,partly-cloudy-day,0.0,0.0,0.0,1030.8,Mostly Cloudy,51.55,1420408800,1,9.997,350.0,11.59,10.98
89,45.64,0.73,33.99,0.55,partly-cloudy-day,0.0,0.0,0.0,1031.9,Mostly Cloudy,49.3,1420412400,0,9.997,342.0,9.52,8.7
90,42.47,0.73,32.68,0.61,partly-cloudy-night,0.0,0.0,0.0,1033.2,Mostly Cloudy,45.36,1420416000,0,9.997,342.0,7.01,5.45
91,40.18,0.73,31.77,0.65,partly-cloudy-night,0.0,0.0,0.0,1034.8,Mostly Cloudy,42.87,1420419600,0,9.997,332.0,5.73,4.55
92,37.83,0.73,30.78,0.64,partly-cloudy-night,0.0,0.0,0.0,1035.5,Mostly Cloudy,41.89,1420423200,0,9.997,332.0,6.77,6.29
93,35.58,0.73,29.76,0.66,partly-cloudy-night,0.0,0.0,0.0,1035.9,Mostly Cloudy,40.39,1420426800,0,9.997,342.0,7.36,7.05
94,34.56,0.73,28.72,0.66,partly-cloudy-night,0.0,0.0,0.0,1036.4,Mostly Cloudy,39.13,1420430400,0,9.997,352.0,8.12,6.25
95,32.41,0.73,27.68,0.65,partly-cloudy-night,0.0,0.0,0.0,1036.7,Mostly Cloudy,38.27,1420434000,0,9.997,2.0,8.13,8.13
96,30.93,0.73,26.84,0.68,partly-cloudy-night,0.0,0.0,0.0,1036.9,Mostly Cloudy,36.49,1420437600,0,9.997,1.0,7.55,6.97
97,31.53,0.43,26.55,0.7,partly-cloudy-night,0.0,0.0,0.0,1037.5,Partly Cloudy,35.51,1420441200,0,9.997,2.0,6.54,4.63
98,30.96,0.43,26.37,0.72,partly-cloudy-night,0.0,0.0,0.0,1037.7,Partly Cloudy,34.5,1420444800,0,9.997,353.0,5.17,4.01
99,28.68,0.43,26.14,0.74,partly-cloudy-night,0.0,0.0,0.0,1037.7,Partly Cloudy,33.58,1420448400,0,9.997,352.0,6.07,5.3
100,27.21,0.73,25.26,0.74,partly-cloudy-night,0.0,0.0,0.0,1037.6,Mostly Cloudy,32.64,1420452000,0,9.997,2.0,5.72,5.72
101,27.57,0.73,25.18,0.76,partly-cloudy-night,0.0,0.0,0.0,1037.1,Mostly Cloudy,31.9,1420455600,0,9.997,10.0,4.83,4.37
102,26.98,0.73,24.66,0.74,partly-cloudy-night,0.0,0.0,0.0,1037.1,Mostly Cloudy,31.96,1420459200,0,9.997,1.0,5.06,5.06
103,26.58,0.73,24.54,0.76,partly-cloudy-night,0.0,0.0,0.0,1037.2,Mostly Cloudy,31.29,1420462800,0,9.997,2.0,5.21,4.65
104,27.2,0.73,25.03,0.77,partly-cloudy-day,0.0,0.0,0.0,1038.2,Mostly Cloudy,31.34,1420466400,0,9.997,21.0,5.78,4.1
105,27.12,0.73,25.17,0.73,partly-cloudy-day,0.0,0.0,0.0,1038.8,Mostly Cloudy,33.02,1420470000,1,9.997,22.0,7.48,6.44
106,32.05,0.73,25.68,0.64,partly-cloudy-day,0.0,0.0,0.0,1038.7,Mostly Cloudy,36.65,1420473600,2,9.997,41.0,7.61,5.61
107,37.31,0.73,25.62,0.55,partly-cloudy-day,0.0,0.0,0.0,1038.0,Mostly Cloudy,40.46,1420477200,2,9.997,72.0,5.54,4.62
108,42.81,0.73,26.94,0.5,partly-cloudy-day,0.0,0.0,0.0,1036.4,Mostly Cloudy,44.67,1420480800,3,9.997,191.0,5.27,3.89
109,47.26,0.73,27.44,0.46,partly-cloudy-day,0.0,0.0,0.0,1035.0,Mostly Cloudy,47.26,1420484400,3,9.997,20.0,5.45,2.61
110,50.08,0.43,27.77,0.42,partly-cloudy-day,0.0,0.0,0.0,1033.9,Partly Cloudy,50.08,1420488000,3,9.997,63.0,4.24,0.55
111,52.21,0.43,27.6,0.38,partly-cloudy-day,0.0,0.0,0.0,1033.4,Partly Cloudy,52.21,1420491600,2,9.997,55.0,3.15,0.41
112,52.92,0.43,27.69,0.38,partly-cloudy-day,0.0,0.0,0.0,1032.6,Partly Cloudy,52.92,1420495200,1,9.997,19.0,2.5,0.3
113,51.04,0.43,29.65,0.44,partly-cloudy-day,0.0,0.0,0.0,1032.7,Partly Cloudy,51.04,1420498800,0,9.997,217.0,1.85,1.85
114,45.23,0.43,32.59,0.61,partly-cloudy-night,0.0,0.0,0.0,1032.0,Partly Cloudy,45.23,1420502400,0,9.997,167.0,0.42,0.03
115,42.54,0.05,33.03,0.69,clear-night,0.0,0.0,0.0,1032.3,Clear,42.54,1420506000,0,9.997,127.0,0.21,0.08
116,39.64,0.18,32.88,0.77,clear-night,0.0,0.0,0.0,1032.4,Clear,39.64,1420509600,0,9.94,130.0,0.16,0.01
117,38.48,0.18,32.81,0.8,clear-night,0.0,0.0,0.0,1032.2,Clear,38.48,1420513200,0,9.997,191.0,1.77,1.77
118,38.22,0.18,31.62,0.7,clear-night,0.0,0.0,0.0,1031.9,Clear,40.6,1420516800,0,9.997,210.0,3.78,3.78
119,38.51,0.18,31.99,0.77,clear-night,0.0,0.0,0.0,1031.5,Clear,38.51,1420520400,0,9.997,190.0,0.51,0.13
120,38.09,0.18,32.05,0.79,clear-night,0.0,0.0,0.0,1031.3,Clear,38.09,1420524000,0,9.997,221.0,0.44,0.04
121,36.78,0.18,32.72,0.85,clear-night,0.0,0.0,0.0,1030.9,Clear,36.78,1420527600,0,9.997,207.0,0.51,0.11
122,35.86,0.18,31.58,0.77,clear-night,0.0,0.0,0.0,1030.6,Clear,38.07,1420531200,0,9.997,219.0,3.27,3.27
123,36.93,0.18,31.79,0.81,clear-night,0.0,0.0,0.0,1031.0,Clear,36.93,1420534800,0,9.997,240.0,0.55,0.06
124,36.12,0.18,32.28,0.86,clear-night,0.0,0.0,0.0,1030.4,Clear,36.12,1420538400,0,9.997,252.0,0.27,0.02
125,36.17,0.0,32.29,0.86,clear-night,0.0,0.0,0.0,1030.0,Clear,36.17,1420542000,0,9.997,243.0,0.45,0.02
126,34.99,0.0,32.27,0.9,clear-night,0.0,0.0,0.0,1030.4,Clear,34.99,1420545600,0,9.997,212.0,0.2,0.03
127,37.23,0.43,32.5,0.83,partly-cloudy-night,0.0,0.0,0.0,1030.6,Partly Cloudy,37.23,1420549200,0,9.997,221.0,1.74,1.74
128,38.42,0.73,35.12,0.88,partly-cloudy-day,0.0,0.0,0.0,1031.0,Mostly Cloudy,38.42,1420552800,0,9.956,241.0,0.35,0.04
129,43.57,0.73,36.55,0.76,partly-cloudy-day,0.0,0.0,0.0,1031.7,Mostly Cloudy,43.57,1420556400,1,9.997,285.0,0.7,0.07
130,48.32,0.73,37.08,0.65,partly-cloudy-day,0.0,0.0,0.0,1032.1,Mostly Cloudy,48.32,1420560000,2,9.997,220.0,1.55,0.17
131,53.43,0.43,36.44,0.52,partly-cloudy-day,0.0,0.0,0.0,1031.5,Partly Cloudy,53.43,1420563600,3,9.997,280.0,2.89,2.11
132,57.62,0.43,34.75,0.42,partly-cloudy-day,0.0,0.0,0.0,1030.2,Partly Cloudy,57.62,1420567200,3,9.997,212.0,3.46,2.23
133,61.46,0.43,33.75,0.35,partly-cloudy-day,0.0,0.0,0.0,1029.0,Partly Cloudy,61.46,1420570800,3,9.997,247.0,3.52,2.29
134,62.98,0.43,32.06,0.31,partly-cloudy-day,0.0,0.0,0.0,1028.2,Partly Cloudy,62.98,1420574400,3,9.997,223.0,3.04,0.61
135,64.34,0.43,31.73,0.29,partly-cloudy-day,0.0,0.0,0.0,1027.7,Partly Cloudy,64.34,1420578000,2,9.997,227.0,2.8,0.35
136,64.11,0.43,32.08,0.3,partly-cloudy-day,0.0,0.0,0.0,1027.3,Partly Cloudy,64.11,1420581600,1,9.997,325.0,2.13,0.34
137,62.35,0.73,35.54,0.37,partly-cloudy-day,0.0,0.0,0.0,1027.2,Mostly Cloudy,62.35,1420585200,0,9.997,115.0,1.63,0.25
138,56.25,0.43,37.94,0.5,partly-cloudy-night,0.0,0.0,0.0,1027.4,Partly Cloudy,56.25,1420588800,0,9.997,135.0,0.57,0.09
139,53.31,0.73,38.81,0.58,partly-cloudy-night,0.0,0.0006,0.01,1027.5,Mostly Cloudy,53.31,1420592400,0,9.997,138.0,1.22,0.2
140,52.44,0.43,40.06,0.63,partly-cloudy-night,0.0,0.0,0.0,1027.7,Partly Cloudy,52.44,1420596000,0,9.997,180.0,2.65,2.65
141,50.94,0.43,41.91,0.71,partly-cloudy-night,0.0,0.0,0.0,1027.7,Partly Cloudy,50.94,1420599600,0,9.997,190.0,3.43,3.43
142,47.56,0.43,42.09,0.81,partly-cloudy-night,0.0,0.0,0.0,1027.7,Partly Cloudy,47.56,1420603200,0,9.997,180.0,2.69,2.69
143,48.42,0.43,43.28,0.82,partly-cloudy-night,0.0,0.0,0.0,1027.8,Partly Cloudy,48.42,1420606800,0,9.997,191.0,0.74,0.09
144,44.93,0.74,41.7,0.88,partly-cloudy-night,0.0,0.0017,0.01,1027.7,Mostly Cloudy,44.93,1420610400,0,9.997,210.0,0.65,0.05
145,43.6,0.73,41.53,0.92,partly-cloudy-night,0.0,0.0,0.0,1027.4,Mostly Cloudy,43.6,1420614000,0,9.982999999999999,206.0,0.19,0.01
146,42.71,0.43,41.61,0.96,partly-cloudy-night,0.0,0.0,0.0,1027.3,Partly Cloudy,42.71,1420617600,0,9.937999999999999,202.0,0.27,0.01
147,42.26,0.73,40.43,0.93,partly-cloudy-night,0.0,0.0,0.0,1027.5,Mostly Cloudy,42.26,1420621200,0,7.9879999999999995,10.0,0.54,0.02
148,42.88,0.43,40.9,0.93,partly-cloudy-night,0.0,0.0,0.0,1027.7,Partly Cloudy,42.88,1420624800,0,6.077999999999999,37.0,0.5,0.02
149,43.0,0.75,41.58,0.95,partly-cloudy-night,0.0,0.0,0.0,1027.7,Mostly Cloudy,43.0,1420628400,0,6.077999999999999,344.0,0.59,0.05
150,45.2,0.75,43.11,0.92,partly-cloudy-night,0.0,0.0,0.0,1028.0,Mostly Cloudy,45.2,1420632000,0,7.072,357.0,0.61,0.1
151,45.84,1.0,43.88,0.93,cloudy,0.0,0.0,0.0,1028.5,Overcast,45.84,1420635600,0,8.039,350.0,1.01,0.18
152,47.84,1.0,44.42,0.88,cloudy,0.0,0.0,0.0,1029.4,Overcast,47.84,1420639200,0,9.951,341.0,1.12,0.2
153,49.86,1.0,44.57,0.82,cloudy,0.0,0.0,0.0,1030.7,Overcast,49.86,1420642800,1,9.985,347.0,2.6,0.52
154,52.41,1.0,43.86,0.73,cloudy,0.0,0.0,0.0,1031.3,Overcast,52.41,1420646400,2,9.985,359.0,2.93,2.84
155,54.59,1.0,43.28,0.66,cloudy,0.0,0.0,0.0,1031.4,Overcast,54.59,1420650000,2,9.985,349.0,7.01,5.5
156,58.53,0.76,43.45,0.57,partly-cloudy-day,0.0,0.0,0.0,1030.9,Mostly Cloudy,58.53,1420653600,3,9.985,351.0,10.4,8.07
157,59.91,0.75,42.42,0.52,partly-cloudy-day,0.0,0.0,0.0,1031.1,Mostly Cloudy,59.91,1420657200,3,9.985,11.0,22.37,14.1
158,58.94,0.75,40.74,0.51,partly-cloudy-day,0.0,0.0,0.0,1031.5,Mostly Cloudy,58.94,1420660800,2,9.985,10.0,13.85,12.67
159,59.19,0.44,40.08,0.49,partly-cloudy-day,0.0,0.0,0.0,1032.5,Partly Cloudy,59.19,1420664400,2,9.985,10.0,22.61,15.8
160,56.18,0.43,37.24,0.49,partly-cloudy-day,0.0,0.0,0.0,1034.1,Partly Cloudy,56.18,1420668000,1,9.985,20.0,22.27,14.35
161,53.9,0.19,35.27,0.49,clear-day,0.0,0.0,0.0,1035.0,Clear,53.9,1420671600,0,9.985,19.0,22.5,15.17
162,51.51,0.0,34.0,0.51,clear-night,0.0,0.0,0.0,1036.2,Clear,51.51,1420675200,0,9.997,12.0,19.66,11.57
163,45.57,0.0,32.84,0.52,clear-night,0.0,0.0,0.0,1037.1,Clear,49.65,1420678800,0,9.985,13.0,13.98,10.09
164,42.29,0.0,32.32,0.56,clear-night,0.0,0.0,0.0,1037.9,Clear,47.3,1420682400,0,9.985,13.0,19.71,11.16
165,39.26,0.0,29.84,0.55,clear-night,0.0,0.0,0.0,1038.4,Clear,44.94,1420686000,0,9.985,19.0,20.01,11.39
166,36.91,0.0,28.74,0.57,clear-night,0.0,0.0,0.0,1038.7,Clear,43.12,1420689600,0,9.985,29.0,19.68,11.6
167,35.15,0.0,27.03,0.56,clear-night,0.0,0.0,0.0,1038.8,Clear,41.67,1420693200,0,9.985,12.0,18.14,11.42
168,33.72,0.0,21.23,0.47,clear-night,0.0,0.0,0.0,1038.8,Clear,39.83,1420696800,0,9.997,28.0,10.76,9.35
169,30.76,0.0,19.17,0.47,clear-night,0.0,0.0,0.0,1038.8,Clear,37.53,1420700400,0,9.997,21.0,11.11,9.61
170,28.34,0.0,17.32,0.46,clear-night,0.0,0.0,0.0,1038.9,Clear,36.07,1420704000,0,9.997,20.0,10.96,10.96
171,29.28,0.0,16.85,0.49,clear-night,0.0,0.0,0.0,1039.1,Clear,34.04,1420707600,0,9.997,20.0,8.35,5.22
172,25.78,0.0,16.4,0.51,clear-night,0.0,0.0,0.0,1039.1,Clear,32.4,1420711200,0,9.997,19.0,8.73,7.3
173,23.9,0.0,15.02,0.51,clear-night,0.0,0.0,0.0,1038.9,Clear,30.95,1420714800,0,9.997,19.0,7.5,7.5
174,22.43,0.0,13.47,0.5,clear-night,0.0,0.0,0.0,1038.3,Clear,30.11,1420718400,0,9.997,29.0,8.17,8.17
175,23.07,0.19,12.51,0.49,clear-night,0.0,0.0,0.0,1038.1,Clear,29.11,1420722000,0,9.997,30.0,6.16,5.66
176,25.07,0.19,12.3,0.48,clear-day,0.0,0.0,0.0,1038.5,Clear,29.38,1420725600,0,9.997,16.0,4.79,3.98
177,26.89,0.19,12.01,0.45,clear-day,0.0,0.0,0.0,1038.3,Clear,31.11,1420729200,1,9.997,24.0,6.2,4.15
178,28.86,0.42,11.53,0.4,partly-cloudy-day,0.0,0.0,0.0,1037.6,Partly Cloudy,33.26,1420732800,2,9.997,57.0,6.08,4.67
179,35.43,0.43,12.05,0.38,partly-cloudy-day,0.0,0.0,0.0,1036.4,Partly Cloudy,35.43,1420736400,3,9.997,77.0,4.89,2.51
180,35.74,0.73,12.33,0.34,partly-cloudy-day,0.0,0.0,0.0,1034.8,Mostly Cloudy,38.2,1420740000,3,9.997,157.0,5.29,3.51
