,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipAccumulation,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
7311,59.69,0.43,42.63,0.53,partly-cloudy-day,0.0,0.0,0.0,1020.0,Partly Cloudy,59.69,1449090000,1,9.997,331.0,4.73,4.73
7312,59.05,0.73,44.26,0.58,partly-cloudy-day,0.0,0.0,0.0,1020.2,Mostly Cloudy,59.05,1449093600,0,9.997,326.0,2.09,0.4
7313,58.21,0.73,45.5,0.63,partly-cloudy-day,0.0,0.0,0.0,1020.8,Mostly Cloudy,58.21,1449097200,0,9.997,299.0,0.85,0.13
7314,53.52,0.73,47.06,0.79,partly-cloudy-night,0.0,0.0,0.0,1021.2,Mostly Cloudy,53.52,1449100800,0,9.982999999999999,271.0,1.7,1.7
7315,51.87,0.43,46.12,0.81,partly-cloudy-night,0.0,0.0,0.0,1022.0,Partly Cloudy,51.87,1449104400,0,9.997,313.0,0.34,0.13
7316,52.19,0.43,43.79,0.73,partly-cloudy-night,0.0,0.0,0.0,1022.8,Partly Cloudy,52.19,1449108000,0,9.997,329.0,3.41,3.41
7317,50.66,0.19,41.21,0.7,clear-night,0.0,0.0,0.0,1023.0,Clear,50.66,1449111600,0,9.997,6.0,3.38,3.38
7318,48.05,0.18,40.23,0.71,clear-night,0.0,0.0,0.0,1023.6,Clear,49.11,1449115200,0,9.997,331.0,3.73,3.73
7319,48.09,0.18,39.35,0.72,clear-night,0.0,0.0,0.0,1023.9,Clear,48.09,1449118800,0,9.997,341.0,2.6,2.6
7320,46.01,0.18,39.15,0.77,clear-night,0.0,0.0,0.0,1024.2,Clear,46.01,1449122400,0,9.997,332.0,1.88,1.88
7321,45.07,0.18,38.84,0.79,clear-night,0.0,0.0,0.0,1024.4,Clear,45.07,1449126000,0,9.997,341.0,2.65,2.65
7322,42.6,0.0,38.6,0.81,clear-night,0.0,0.0,0.0,1024.9,Clear,44.06,1449129600,0,9.997,342.0,3.35,3.35
7323,43.77,0.0,37.87,0.8,clear-night,0.0,0.0,0.0,1025.5,Clear,43.77,1449133200,0,9.997,349.0,2.79,2.79
7324,42.52,0.0,37.66,0.83,clear-night,0.0,0.0,0.0,1025.7,Clear,42.52,1449136800,0,9.997,350.0,1.91,1.91
7325,39.43,0.0,37.56,0.85,clear-night,0.0,0.0,0.0,1026.2,Clear,41.81,1449140400,0,9.997,341.0,3.97,3.97
7326,38.81,0.0,37.5,0.87,clear-night,0.0,0.0,0.0,1026.7,Clear,41.19,1449144000,0,9.997,350.0,3.87,3.87
7327,41.5,0.18,37.42,0.85,clear-night,0.0,0.0,0.0,1027.4,Clear,41.5,1449147600,0,9.997,350.0,2.08,2.08
7328,40.71,0.18,38.23,0.83,clear-day,0.0,0.0003,0.05,1028.1,Clear,43.03,1449151200,0,9.997,19.0,4.25,4.13
7329,45.04,0.0,39.68,0.74,clear-day,0.0,0.0002,0.04,1029.0,Clear,47.57,1449154800,1,9.997,42.0,5.89,5.53
7330,51.12,0.0,38.57,0.62,clear-day,0.0,0.0045,0.02,1029.3,Clear,51.12,1449158400,2,9.997,60.0,8.96,8.35
7331,54.27,0.0,37.96,0.54,clear-day,0.0,0.0,0.0,1029.4,Clear,54.27,1449162000,3,9.997,42.0,7.97,6.95
7332,56.66,0.0,37.79,0.49,clear-day,0.0,0.0,0.0,1028.7,Clear,56.66,1449165600,4,9.997,69.0,7.02,5.61
7333,58.37,0.0,38.04,0.47,clear-day,0.0,0.0,0.0,1027.8,Clear,58.37,1449169200,4,9.997,39.0,5.23,4.2
7334,60.24,0.0,38.55,0.45,clear-day,0.0,0.0,0.0,1027.4,Clear,60.24,1449172800,3,9.997,2.0,5.49,3.1
7335,61.21,0.0,38.73,0.43,clear-day,0.0,0.0,0.0,1027.1,Clear,61.21,1449176400,1,9.997,344.0,5.06,4.48
7336,61.05,0.0,38.89,0.44,clear-day,0.0,0.0,0.0,1026.7,Clear,61.05,1449180000,0,9.997,5.0,4.22,3.5
7337,59.57,0.0,40.16,0.49,clear-day,0.0,0.0,0.0,1027.0,Clear,59.57,1449183600,0,9.997,19.0,3.21,3.21
7338,54.67,0.0,40.85,0.6,clear-night,0.0,0.0,0.0,1027.6,Clear,54.67,1449187200,0,9.997,10.0,2.5,2.5
7339,51.63,0.0,41.36,0.68,clear-night,0.0,0.0,0.0,1027.8,Clear,51.63,1449190800,0,9.997,10.0,3.16,3.16
7340,49.05,0.0,41.18,0.74,clear-night,0.0,0.0,0.0,1028.5,Clear,49.05,1449194400,0,9.997,10.0,2.56,2.56
7341,47.84,0.0,40.99,0.77,clear-night,0.0,0.0,0.0,1029.0,Clear,47.84,1449198000,0,9.997,350.0,1.86,1.86
7342,45.89,0.0,40.72,0.82,clear-night,0.0,0.0,0.0,1029.3,Clear,45.89,1449201600,0,9.997,358.0,1.93,1.93
7343,45.56,0.0,40.65,0.83,clear-night,0.0,0.0,0.0,1029.3,Clear,45.56,1449205200,0,9.997,1.0,1.84,1.84
7344,44.18,0.0,40.43,0.87,clear-night,0.0,0.0,0.0,1029.4,Clear,44.18,1449208800,0,9.997,19.0,1.79,1.79
7345,43.57,0.0,40.11,0.88,clear-night,0.0,0.0,0.0,1029.4,Clear,43.57,1449212400,0,9.997,24.0,0.32,0.12
7346,42.5,0.0,39.3,0.88,clear-night,0.0,0.0,0.0,1029.2,Clear,42.5,1449216000,0,9.997,25.0,0.41,0.15
7347,42.92,0.0,39.61,0.88,clear-night,0.0,0.0,0.0,1029.2,Clear,42.92,1449219600,0,9.997,23.0,0.64,0.22
7348,42.07,0.0,38.98,0.89,clear-night,0.0,0.0,0.0,1029.7,Clear,42.07,1449223200,0,9.997,4.0,1.89,1.89
7349,40.79,0.0,38.33,0.91,clear-night,0.0,0.0,0.0,1029.8,Clear,40.79,1449226800,0,9.997,41.0,1.87,1.87
7350,40.17,0.0,38.02,0.92,clear-night,0.0,0.0,0.0,1030.5,Clear,40.17,1449230400,0,9.997,31.0,1.85,1.85
7351,39.78,0.0,37.22,0.9,clear-night,0.0,0.0,0.0,1031.2,Clear,39.78,1449234000,0,9.997,22.0,2.61,2.61
7352,40.05,0.0,38.84,0.88,clear-day,0.0,0.0,0.0,1032.1,Clear,42.26,1449237600,0,9.993,40.0,3.86,3.86
7353,44.49,0.0,40.33,0.81,clear-day,0.0,0.0,0.0,1032.6,Clear,45.83,1449241200,1,9.997,53.0,3.67,3.49
7354,50.44,0.0,39.81,0.67,clear-day,0.0,0.0,0.0,1033.1,Clear,50.44,1449244800,2,9.997,63.0,5.88,4.46
7355,53.49,0.0,38.81,0.57,clear-day,0.0,0.0,0.0,1032.9,Clear,53.49,1449248400,3,9.997,86.0,7.3,6.25
7356,55.9,0.0,37.87,0.51,clear-day,0.0,0.0,0.0,1032.0,Clear,55.9,1449252000,4,9.997,64.0,6.81,4.97
7357,57.73,0.0,38.27,0.48,clear-day,0.0,0.0,0.0,1030.8,Clear,57.73,1449255600,4,9.997,17.0,4.97,3.07
7358,59.9,0.0,38.27,0.45,clear-day,0.0,0.0,0.0,1030.0,Clear,59.9,1449259200,3,9.997,11.0,5.21,1.48
7359,60.75,0.0,37.21,0.42,clear-day,0.0,0.0,0.0,1029.5,Clear,60.75,1449262800,1,9.997,12.0,4.55,0.72
7360,60.02,0.0,37.75,0.44,clear-day,0.0,0.0,0.0,1029.4,Clear,60.02,1449266400,0,9.993,74.0,3.52,3.48
7361,57.68,0.0,38.49,0.49,clear-day,0.0,0.0,0.0,1029.5,Clear,57.68,1449270000,0,9.997,31.0,3.14,3.14
7362,51.78,0.0,41.05,0.67,clear-night,0.0,0.0,0.0,1029.7,Clear,51.78,1449273600,0,9.997,30.0,1.74,1.74
7363,49.24,0.0,41.08,0.73,clear-night,0.0,0.0,0.0,1030.3,Clear,49.24,1449277200,0,9.997,11.0,2.47,2.47
7364,47.43,0.0,40.79,0.78,clear-night,0.0,0.0,0.0,1030.7,Clear,47.43,1449280800,0,9.997,50.0,2.57,2.57
7365,46.08,0.0,40.53,0.81,clear-night,0.0,0.0,0.0,1031.1,Clear,46.08,1449284400,0,9.997,63.0,0.37,0.03
7366,44.39,0.0,40.32,0.81,clear-night,0.0,0.0,0.0,1031.2,Clear,45.85,1449288000,0,9.997,60.0,3.63,3.63
7367,44.43,0.0,39.46,0.83,clear-night,0.0,0.0,0.0,1031.4,Clear,44.43,1449291600,0,9.997,48.0,0.26,0.1
7368,43.72,0.0,39.37,0.85,clear-night,0.0,0.0,0.0,1031.4,Clear,43.72,1449295200,0,9.997,33.0,0.52,0.13
7369,41.78,0.18,38.46,0.88,clear-night,0.0,0.0,0.0,1031.3,Clear,41.78,1449298800,0,9.997,39.0,0.56,0.17
7370,41.35,0.18,38.28,0.89,clear-night,0.0,0.0,0.0,1031.2,Clear,41.35,1449302400,0,9.969,32.0,0.43,0.11
7371,40.61,0.18,37.53,0.89,clear-night,0.0,0.0,0.0,1031.3,Clear,40.61,1449306000,0,9.997,48.0,0.68,0.24
7372,39.53,0.18,36.69,0.89,clear-night,0.0,0.0,0.0,1031.3,Clear,39.53,1449309600,0,9.997,42.0,0.6,0.18
7373,39.14,0.18,36.36,0.9,clear-night,0.0,0.0,0.0,1031.3,Clear,39.14,1449313200,0,9.997,32.0,0.4,0.05
7374,38.24,0.18,35.99,0.92,clear-night,0.0,0.0,0.0,1031.2,Clear,38.24,1449316800,0,9.997,36.0,0.28,0.07
7375,37.67,0.42,35.39,0.91,partly-cloudy-night,0.0,0.0,0.0,1031.6,Partly Cloudy,37.67,1449320400,0,9.969,24.0,0.4,0.07
7376,40.25,0.73,37.08,0.88,partly-cloudy-day,0.0,0.0,0.0,1031.8,Mostly Cloudy,40.25,1449324000,0,9.997,40.0,1.86,1.86
7377,45.46,0.43,40.36,0.82,partly-cloudy-day,0.0,0.0,0.0,1032.3,Partly Cloudy,45.46,1449327600,1,9.997,46.0,2.79,2.79
7378,51.5,0.73,42.75,0.72,partly-cloudy-day,0.0,0.0,0.0,1032.6,Mostly Cloudy,51.5,1449331200,2,9.997,113.0,2.78,0.28
7379,56.89,0.73,44.95,0.64,partly-cloudy-day,0.0,0.0,0.0,1032.5,Mostly Cloudy,56.89,1449334800,3,9.988,52.0,2.12,0.23
7380,60.15,0.73,45.61,0.59,partly-cloudy-day,0.0,0.0,0.0,1031.5,Mostly Cloudy,60.15,1449338400,3,9.997,20.0,3.2,0.46
7381,62.53,0.73,43.83,0.5,partly-cloudy-day,0.0,0.0,0.0,1030.4,Mostly Cloudy,62.53,1449342000,3,9.997,219.0,3.2,0.51
7382,64.55,0.73,42.68,0.45,partly-cloudy-day,0.0,0.0,0.0,1029.4,Mostly Cloudy,64.55,1449345600,2,9.997,71.0,2.82,2.69
7383,64.77,0.73,42.78,0.45,partly-cloudy-day,0.0,0.0,0.0,1028.7,Mostly Cloudy,64.77,1449349200,1,9.997,126.0,3.07,2.03
7384,64.33,0.73,41.76,0.44,partly-cloudy-day,0.0,0.0,0.0,1028.5,Mostly Cloudy,64.33,1449352800,0,9.997,136.0,1.78,0.16
7385,59.57,0.73,44.86,0.58,partly-cloudy-day,0.0,0.0,0.0,1028.6,Mostly Cloudy,59.57,1449356400,0,9.997,59.0,0.34,0.05
7386,53.9,0.74,44.52,0.7,partly-cloudy-night,0.0,0.0,0.0,1029.0,Mostly Cloudy,53.9,1449360000,0,9.925,63.0,0.2,0.04
7387,51.42,0.73,44.29,0.77,partly-cloudy-night,0.0,0.0,0.0,1029.3,Mostly Cloudy,51.42,1449363600,0,9.982999999999999,97.0,0.13,0.03
7388,49.52,0.73,43.9,0.81,partly-cloudy-night,0.0,0.0,0.0,1029.5,Mostly Cloudy,49.52,1449367200,0,9.982999999999999,117.0,0.23,0.03
7389,47.41,0.43,43.11,0.85,partly-cloudy-night,0.0,0.0,0.0,1029.6,Partly Cloudy,47.41,1449370800,0,9.982999999999999,98.0,0.27,0.06
7390,45.65,0.74,42.07,0.87,partly-cloudy-night,0.0,0.0,0.0,1029.6,Mostly Cloudy,45.65,1449374400,0,9.954,139.0,2.38,2.38
7391,44.15,0.43,41.21,0.89,partly-cloudy-night,0.0,0.0,0.0,1029.9,Partly Cloudy,44.15,1449378000,0,9.889,114.0,0.1,0.01
7392,43.57,0.43,40.75,0.9,partly-cloudy-night,0.0,0.0,0.0,1029.6,Partly Cloudy,43.57,1449381600,0,9.925,125.0,0.12,0.0
7393,43.26,0.18,40.98,0.92,clear-night,0.0,0.0,0.0,1029.9,Clear,43.26,1449385200,0,9.911,104.0,0.13,0.01
7394,43.21,0.18,40.76,0.91,clear-night,0.0,0.0,0.0,1030.2,Clear,43.21,1449388800,0,8.929,47.0,0.17,0.01
7395,42.22,0.18,40.59,0.94,clear-night,0.0,0.0,0.0,1029.9,Clear,42.22,1449392400,0,7.985,336.0,0.17,0.03
7396,41.51,0.18,39.77,0.93,clear-night,0.0,0.0,0.0,1030.1,Clear,41.51,1449396000,0,7.956,40.0,0.11,0.01
7397,40.31,0.18,39.19,0.96,clear-night,0.0,0.0,0.0,1029.9,Clear,40.31,1449399600,0,7.025,31.0,0.13,0.02
7398,40.78,0.18,39.02,0.93,clear-night,0.0,0.0,0.0,1029.8,Clear,40.78,1449403200,0,6.935,32.0,0.13,0.01
7399,40.03,0.18,38.4,0.94,clear-night,0.0,0.0,0.0,1030.2,Clear,40.03,1449406800,0,5.989,311.0,1.73,1.73
7400,42.72,0.18,40.56,0.92,clear-day,0.0,0.0,0.0,1030.1,Clear,42.72,1449410400,0,5.982,15.0,0.62,0.03
7401,49.6,0.18,44.77,0.83,clear-day,0.0,0.0,0.0,1030.5,Clear,49.6,1449414000,1,8.017000000000001,350.0,2.0,2.0
7402,57.28,0.18,47.4,0.7,clear-day,0.0,0.0,0.0,1030.8,Clear,57.28,1449417600,2,9.988,77.0,0.98,0.04
7403,62.18,0.18,44.82,0.53,clear-day,0.0,0.0,0.0,1030.5,Clear,62.18,1449421200,3,9.997,1.0,1.65,0.27
7404,66.12,0.18,46.19,0.49,clear-day,0.0,0.0,0.0,1029.5,Clear,66.12,1449424800,4,9.997,305.0,4.07,4.07
7405,68.38,0.18,47.1,0.47,clear-day,0.0,0.0,0.0,1028.3,Clear,68.38,1449428400,3,9.997,319.0,4.42,2.38
7406,69.52,0.18,48.65,0.47,clear-day,0.0,0.0,0.0,1027.1,Clear,69.52,1449432000,3,9.997,323.0,4.72,4.72
7407,69.28,0.18,48.91,0.48,clear-day,0.0,0.0,0.0,1026.5,Clear,69.28,1449435600,1,9.997,314.0,4.52,4.18
7408,69.07,0.18,49.65,0.5,clear-day,0.0,0.0,0.0,1026.3,Clear,69.07,1449439200,0,9.997,333.0,3.95,3.95
7409,66.66,0.18,50.1,0.55,clear-day,0.0,0.0004,0.04,1026.4,Clear,66.66,1449442800,0,9.997,348.0,3.13,3.13
7410,61.98,0.18,49.92,0.65,clear-night,0.0,0.0,0.0,1026.5,Clear,61.98,1449446400,0,9.997,357.0,0.62,0.14
7411,57.88,0.18,49.5,0.74,clear-night,0.0,0.0,0.0,1026.8,Clear,57.88,1449450000,0,9.997,330.0,1.79,1.79
7412,54.7,0.0,49.33,0.82,clear-night,0.0,0.0,0.0,1027.2,Clear,54.7,1449453600,0,9.982999999999999,15.0,0.39,0.04
7413,53.78,0.0,49.44,0.85,clear-night,0.0,0.0,0.0,1027.3,Clear,53.78,1449457200,0,9.997,32.0,0.21,0.04
7414,53.94,0.0,49.08,0.84,clear-night,0.0,0.0,0.0,1027.2,Clear,53.94,1449460800,0,9.939,345.0,0.5,0.06
7415,51.39,0.0,47.62,0.87,clear-night,0.0,0.0,0.0,1027.3,Clear,51.39,1449464400,0,9.939,353.0,0.57,0.05
7416,51.37,0.0,47.95,0.88,clear-night,0.0,0.0,0.0,1026.9,Clear,51.37,1449468000,0,9.925,320.0,1.79,1.79
7417,50.66,0.0,47.57,0.89,clear-night,0.0,0.0,0.0,1026.5,Clear,50.66,1449471600,0,9.968,0.0,0.29,0.08
7418,48.84,0.18,46.71,0.92,clear-night,0.0,0.0,0.0,1026.2,Clear,48.84,1449475200,0,8.023,340.0,0.15,0.07
7419,48.69,0.18,46.49,0.92,clear-night,0.0,0.0,0.0,1026.1,Clear,48.69,1449478800,0,7.999,341.0,0.3,0.03
7420,48.25,0.18,45.78,0.91,clear-night,0.0,0.0,0.0,1026.0,Clear,48.25,1449482400,0,7.944,349.0,0.33,0.13
7421,47.15,0.18,44.94,0.92,clear-night,0.0,0.0,0.0,1025.9,Clear,47.15,1449486000,0,7.945,350.0,0.28,0.02
7422,46.77,0.18,44.75,0.93,clear-night,0.0,0.0,0.0,1025.8,Clear,46.77,1449489600,0,7.9270000000000005,0.0,0.4,0.02
7423,47.3,0.18,45.29,0.93,clear-night,0.0,0.0,0.0,1026.1,Clear,47.3,1449493200,0,7.94,337.0,0.36,0.03
7424,48.35,0.0,46.54,0.93,clear-day,0.0,0.0,0.0,1026.5,Clear,48.35,1449496800,0,9.859,353.0,0.49,0.02
7425,52.82,0.0,50.06,0.9,clear-day,0.0,0.0,0.0,1026.8,Clear,52.82,1449500400,1,9.892000000000001,65.0,1.03,0.04
7426,59.66,0.0,51.14,0.73,clear-day,0.0,0.0007,0.07,1026.9,Clear,59.66,1449504000,2,9.985,50.0,3.79,3.79
7427,64.35,0.0,51.31,0.63,clear-day,0.0,0.0,0.0,1026.3,Clear,64.35,1449507600,3,9.997,64.0,2.88,0.12
7428,66.56,0.0,50.64,0.57,clear-day,0.0,0.0,0.0,1025.2,Clear,66.56,1449511200,4,9.997,143.0,3.39,0.11
7429,68.28,0.0,50.54,0.53,clear-day,0.0,0.0,0.0,1023.8,Clear,68.28,1449514800,4,9.997,100.0,3.08,2.94
7430,68.97,0.0,49.83,0.51,clear-day,0.0,0.0,0.0,1022.5,Clear,68.97,1449518400,3,9.988,62.0,3.3,0.1
7431,69.57,0.0,49.77,0.49,clear-day,0.0,0.0,0.0,1022.0,Clear,69.57,1449522000,1,9.997,246.0,2.66,0.15
7432,68.95,0.0,49.24,0.49,clear-day,0.0,0.0,0.0,1021.6,Clear,68.95,1449525600,0,9.997,137.0,2.03,0.03
7433,65.05,0.0,51.19,0.61,clear-day,0.0,0.0,0.0,1021.7,Clear,65.05,1449529200,0,9.997,199.0,0.62,0.03
7434,61.43,0.0,52.29,0.72,clear-night,0.0,0.0,0.0,1021.9,Clear,61.43,1449532800,0,9.997,140.0,0.32,0.32
7435,56.88,0.0,51.21,0.81,clear-night,0.0,0.0,0.0,1022.0,Clear,56.88,1449536400,0,9.946,154.0,0.97,0.14
7436,54.67,0.0,50.31,0.85,clear-night,0.0,0.0,0.0,1021.9,Clear,54.67,1449540000,0,8.982000000000001,169.0,2.74,2.74
7437,56.25,0.0,50.07,0.8,clear-night,0.0,0.0,0.0,1022.1,Clear,56.25,1449543600,0,8.986,199.0,3.29,3.29
7438,53.42,0.0,49.21,0.86,clear-night,0.0,0.0,0.0,1022.0,Clear,53.42,1449547200,0,9.926,210.0,3.81,3.81
7439,51.67,0.0,47.96,0.87,clear-night,0.0,0.0,0.0,1021.8,Clear,51.67,1449550800,0,8.963,200.0,2.54,2.54
7440,49.08,0.0,46.95,0.92,clear-night,0.0,0.0,0.0,1021.2,Clear,49.08,1449554400,0,8.924,218.0,0.23,0.03
7441,48.46,0.0,46.63,0.93,clear-night,0.0,0.0,0.0,1020.7,Clear,48.46,1449558000,0,6.943,237.0,0.16,0.02
7442,48.08,0.0,46.65,0.95,clear-night,0.0,0.0,0.0,1020.2,Clear,48.08,1449561600,0,6.935,270.0,0.09,0.0
7443,46.55,0.0,45.33,0.96,clear-night,0.0,0.0,0.0,1020.0,Clear,46.55,1449565200,0,7.897,290.0,0.09,0.01
7444,46.55,0.19,45.12,0.95,clear-night,0.0,0.0,0.0,1019.7,Clear,46.55,1449568800,0,5.928999999999999,0.0,0.02,0.0
7445,45.39,0.2,44.28,0.96,clear-night,0.0,0.0,0.0,1019.3,Clear,45.39,1449572400,0,5.928,0.0,0.01,0.0
7446,45.62,0.2,44.07,0.94,clear-night,0.0,0.0,0.0,1019.2,Clear,45.62,1449576000,0,5.882999999999999,120.0,0.04,0.0
7447,45.73,0.2,44.55,0.96,clear-night,0.0,0.0,0.0,1019.9,Clear,45.73,1449579600,0,2.928,80.0,0.09,0.01
7448,47.66,0.44,46.3,0.95,partly-cloudy-day,0.0,0.0,0.0,1020.3,Partly Cloudy,47.66,1449583200,0,3.94,90.0,0.19,0.01
7449,54.29,0.44,52.68,0.94,partly-cloudy-day,0.0,0.0,0.0,1020.5,Partly Cloudy,54.29,1449586800,1,3.0239999999999996,152.0,0.65,0.12
7450,61.52,0.19,56.13,0.82,clear-day,0.0,0.0,0.0,1020.5,Clear,61.52,1449590400,2,5.997000000000001,120.0,3.6,3.6
7451,66.52,0.43,57.14,0.72,partly-cloudy-day,0.0,0.0,0.0,1019.7,Partly Cloudy,66.52,1449594000,3,8.055,184.0,5.12,3.59
7452,69.37,0.43,57.27,0.65,partly-cloudy-day,0.0,0.0,0.0,1018.8,Partly Cloudy,69.37,1449597600,3,9.985,200.0,7.26,7.14
7453,70.59,0.43,56.31,0.61,partly-cloudy-day,0.0,0.0,0.0,1017.3,Partly Cloudy,70.59,1449601200,3,9.985,199.0,8.02,8.02
7454,71.81,0.43,55.3,0.56,partly-cloudy-day,0.0,0.0,0.0,1016.3,Partly Cloudy,71.81,1449604800,2,9.997,171.0,8.29,8.29
7455,72.4,0.43,55.21,0.55,partly-cloudy-day,0.0,0.0,0.0,1015.5,Partly Cloudy,72.4,1449608400,1,9.997,181.0,7.38,4.46
7456,71.43,0.19,55.44,0.57,clear-day,0.0,0.0,0.0,1015.1,Clear,71.43,1449612000,0,9.997,190.0,11.61,9.92
7457,69.22,0.42,55.6,0.62,partly-cloudy-day,0.0,0.0,0.0,1014.7,Partly Cloudy,69.22,1449615600,0,9.997,168.0,5.17,4.71
7458,65.62,0.18,56.03,0.71,clear-night,0.0,0.0,0.0,1014.8,Clear,65.62,1449619200,0,9.997,160.0,6.79,6.79
7459,64.0,0.18,56.43,0.76,clear-night,0.0,0.0,0.0,1015.3,Clear,64.0,1449622800,0,9.997,170.0,6.69,6.69
7460,61.69,0.0,56.88,0.84,clear-night,0.0,0.0,0.0,1016.0,Clear,61.69,1449626400,0,9.997,189.0,2.84,2.84
7461,59.31,0.0,56.08,0.89,clear-night,0.0,0.0,0.0,1016.2,Clear,59.31,1449630000,0,9.029,180.0,3.34,3.34
7462,58.73,0.0,56.25,0.91,clear-night,0.0,0.0,0.0,1016.4,Clear,58.73,1449633600,0,7.079,183.0,0.72,0.07
7463,57.15,0.0,55.71,0.95,clear-night,0.0,0.0,0.0,1016.2,Clear,57.15,1449637200,0,6.02,180.0,4.41,4.41
7464,56.76,0.0,55.29,0.95,clear-night,0.0,0.0,0.0,1016.0,Clear,56.76,1449640800,0,5.0,167.0,0.46,0.06
7465,53.91,0.2,52.76,0.96,clear-night,0.0,0.0,0.0,1016.3,Clear,53.91,1449644400,0,3.9819999999999998,211.0,0.45,0.05
7466,53.93,0.19,52.81,0.96,clear-night,0.0,0.0,0.0,1015.4,Clear,53.93,1449648000,0,2.983,220.0,2.7,2.7
7467,52.64,0.19,51.56,0.96,clear-night,0.0,0.0,0.0,1014.9,Clear,52.64,1449651600,0,2.004,222.0,0.37,0.04
7468,52.37,0.19,50.94,0.95,clear-night,0.0,0.0,0.0,1015.4,Clear,52.37,1449655200,0,2.991,230.0,0.32,0.01
7469,52.06,0.18,50.98,0.96,clear-night,0.0,0.0,0.0,1015.5,Clear,52.06,1449658800,0,2.983,231.0,0.41,0.06
7470,52.09,0.19,51.15,0.97,clear-night,0.0,0.0,0.0,1016.0,Clear,52.09,1449662400,0,2.009,254.0,0.57,0.11
7471,53.88,0.44,52.99,0.97,fog,0.0,0.0,0.0,1016.8,Foggy,53.88,1449666000,0,0.517,269.0,2.8,2.8
7472,55.62,1.0,54.48,0.96,fog,0.0,0.0003,0.06,1017.4,Foggy,55.62,1449669600,0,0.247,259.0,3.4,3.4
7473,57.19,0.76,56.45,0.97,partly-cloudy-day,0.0,0.0002,0.04,1017.6,Mostly Cloudy,57.19,1449673200,1,2.9539999999999997,240.0,2.95,2.95
7474,63.44,0.19,59.44,0.87,clear-day,0.0,0.0004,0.08,1017.4,Clear,63.31,1449676800,2,7.997000000000001,240.0,4.42,4.14
7475,68.51,0.43,60.19,0.75,partly-cloudy-day,0.0,0.0005,0.07,1017.1,Partly Cloudy,68.45,1449680400,3,9.997,250.0,6.62,5.42
7476,72.38,0.42,60.78,0.67,partly-cloudy-day,0.0,0.0,0.0,1016.4,Partly Cloudy,72.29,1449684000,3,9.997,258.0,12.54,7.19
7477,73.74,0.43,60.29,0.63,partly-cloudy-day,0.0,0.0,0.0,1015.2,Partly Cloudy,73.72,1449687600,3,9.997,245.0,6.19,6.19
7478,74.81,0.42,59.41,0.59,partly-cloudy-day,0.0,0.0,0.0,1014.2,Partly Cloudy,74.81,1449691200,2,9.993,241.0,6.17,5.92
7479,75.54,0.42,59.21,0.57,partly-cloudy-day,0.0,0.0,0.0,1013.4,Partly Cloudy,75.54,1449694800,1,9.997,195.0,5.91,5.91
7480,75.05,0.43,58.59,0.57,partly-cloudy-day,0.0,0.0,0.0,1013.3,Partly Cloudy,75.05,1449698400,0,9.997,230.0,5.94,5.94
7481,72.91,0.43,58.77,0.61,partly-cloudy-day,0.0,0.0,0.0,1013.2,Partly Cloudy,72.91,1449702000,0,9.992,223.0,1.34,0.2
7482,67.98,0.11,59.62,0.75,clear-night,0.0,0.0,0.0,1013.4,Clear,67.98,1449705600,0,9.997,186.0,0.5,0.5
7483,62.36,0.74,58.28,0.87,partly-cloudy-night,0.0,0.0,0.0,1013.7,Mostly Cloudy,62.36,1449709200,0,9.954,166.0,0.17,0.05
7484,61.65,0.74,57.56,0.86,partly-cloudy-night,0.0,0.0,0.0,1014.2,Mostly Cloudy,61.65,1449712800,0,9.982999999999999,188.0,0.16,0.07
7485,60.12,0.73,57.19,0.9,partly-cloudy-night,0.0,0.0,0.0,1014.2,Mostly Cloudy,60.12,1449716400,0,9.969,198.0,4.06,4.06
7486,61.88,0.73,57.65,0.86,partly-cloudy-night,0.0,0.0,0.0,1014.1,Mostly Cloudy,61.88,1449720000,0,9.969,180.0,5.24,5.24
7487,61.03,0.73,57.1,0.87,partly-cloudy-night,0.0,0.0,0.0,1014.4,Mostly Cloudy,61.03,1449723600,0,9.997,190.0,4.45,4.45
7488,60.45,0.43,57.69,0.91,partly-cloudy-night,0.0,0.0,0.0,1013.7,Partly Cloudy,60.45,1449727200,0,9.985,181.0,4.77,4.77
7489,59.71,0.43,57.56,0.93,partly-cloudy-night,0.0,0.0,0.0,1013.5,Partly Cloudy,59.69,1449730800,0,8.007,184.0,0.85,0.15
7490,59.23,0.44,58.01,0.96,partly-cloudy-night,0.0,0.0,0.0,1013.0,Partly Cloudy,59.09,1449734400,0,5.936,170.0,2.81,2.81
7491,57.07,0.44,55.96,0.96,partly-cloudy-night,0.0,0.0,0.0,1013.1,Partly Cloudy,57.07,1449738000,0,4.898,156.0,0.58,0.02
7492,55.66,0.2,54.45,0.96,clear-night,0.0,0.0002,0.04,1012.8,Clear,55.66,1449741600,0,2.448,170.0,2.81,2.81
7493,57.82,0.45,56.68,0.96,partly-cloudy-night,0.0,0.0,0.0,1012.8,Partly Cloudy,57.82,1449745200,0,2.006,161.0,3.91,3.91
7494,59.08,0.45,58.21,0.98,partly-cloudy-night,0.0,0.0,0.0,1012.7,Partly Cloudy,58.9,1449748800,0,2.53,170.0,3.44,3.44
